"","event","flight_number","date","hour","hour_format","location","origin","destination","longitude","latitude","tcas_type"
"228","TCAS - RA","AVA9221","2018-10-23","18:45:56","UTC","","BOG","CLO","-74.2770233154297","4.70146179199219","TCAS Resolution"
"229","TCAS - RA","AVA9200","2018-10-19","11:48:55","UTC","","CLO","BOG","-74.0684509277344","4.70626831054688","TCAS Resolution"
"230","TCAS - RA","AVA8571","2018-10-27","12:39:01","UTC","","CTG","BOG","-75.4192504882812","10.3189086914062","TCAS Resolution"
"231","TCAS - RA","AVA9303","2018-10-27","12:02:31","UTC","","MDE","BOG","-74.3044891357422","4.81287002563477","TCAS Resolution"
"232","TCAS - RA","AVA9514","2018-10-05","14:55:44","UTC","","BOG","CTG","-73.9127502441406","5.31892776489258","TCAS Resolution"
"233","TCAS - RA","AVA129","2018-10-21","19:56:01","UTC","","PUJ","BOG","-74.1791687011719","4.62558746337891","TCAS Resolution"
"234","TCAS - RA","AVA9523","2018-10-19","11:28:45","UTC","","BAQ","BOG","-74.3889465332031","4.98779296875","TCAS Resolution"
"235","TCAS - RESOLUTION","AVA028","2018-10-04","14:05:17","UTC","","BOG","MCO","-74.0842437744141","4.73888397216797","TCAS Resolution"
"236","TCAS - RESOLUTION","AVA028","2018-10-04","14:05:20","UTC","","BOG","MCO","-74.0842437744141","4.74334716796875","TCAS Resolution"
"237","TCAS - RA","AVA8521","2018-10-24","17:18:41","UTC","","BAQ","BOG","-74.4179534912109","4.93698120117188","TCAS Resolution"
"238","TCAS - RA","GUG748","2018-10-13","23:11:48","UTC","","TGU","GUA","-90.5078277587891","14.6400413513184","TCAS Resolution"
"239","TCAS - RA","GUG748","2018-10-13","23:12:11","UTC","","TGU","GUA","-90.5117340087891","14.6295766830444","TCAS Resolution"
